,lat,lon,name,admin1,admin2,cc,Country,mapped_unit,isInMap
46062,42.41059,1.84536,Ger,Catalonia,Provincia de Girona,ES,Spain,"Ger,Provincia de Girona,Catalonia,Spain",No
46092,40.83583,-0.58442,Gargallo,Aragon,Provincia de Teruel,ES,Spain,"Gargallo,Provincia de Teruel,Aragon,Spain",No
46128,43.05271,-2.1329,Gainza,Basque Country,Provincia de Guipuzcoa,ES,Spain,"Gainza,Provincia de Guipuzcoa,Basque Country,Spain",No
46130,42.31562,-1.80017,Funes,Navarre,Provincia de Navarra,ES,Spain,"Funes,Provincia de Navarra,Navarre,Spain",No
46298,42.67182,-2.03226,Estella,Navarre,Provincia de Navarra,ES,Spain,"Estella,Provincia de Navarra,Navarre,Spain",No
46342,43.43678,-3.51347,Escalante,Cantabria,Provincia de Cantabria,ES,Spain,"Escalante,Provincia de Cantabria,Cantabria,Spain",No
46354,42.14946,-2.26953,Enciso,La Rioja,Provincia de La Rioja,ES,Spain,"Enciso,Provincia de La Rioja,La Rioja,Spain",No
46427,43.29571,-2.35213,Deba,Basque Country,Provincia de Guipuzcoa,ES,Spain,"Deba,Provincia de Guipuzcoa,Basque Country,Spain",No
46456,40.06667,-2.13333,Cuenca,Castille-La Mancha,Provincia de Cuenca,ES,Spain,"Cuenca,Provincia de Cuenca,Castille-La Mancha,Spain",No
46503,41.92269,-1.42045,Cortes,Navarre,Provincia de Navarra,ES,Spain,"Cortes,Provincia de Navarra,Navarre,Spain",No
46507,41.358,-5.72479,Corrales,Castille and Leon,Provincia de Zamora,ES,Spain,"Corrales,Provincia de Zamora,Castille and Leon,Spain",No
46541,43.38603,-4.29162,Comillas,Cantabria,Provincia de Cantabria,ES,Spain,"Comillas,Provincia de Cantabria,Cantabria,Spain",No
46594,42.22046,-4.85807,Cisneros,Castille and Leon,Provincia de Palencia,ES,Spain,"Cisneros,Provincia de Palencia,Castille and Leon,Spain",No
46624,40.78622,-2.62245,Cifuentes,Castille-La Mancha,Provincia de Guadalajara,ES,Spain,"Cifuentes,Provincia de Guadalajara,Castille-La Mancha,Spain",No
46684,40.466,-6.041,Cepeda,Castille and Leon,Provincia de Salamanca,ES,Spain,"Cepeda,Provincia de Salamanca,Castille and Leon,Spain",No
46740,42.76667,-7.58333,Castro,Galicia,Provincia de Lugo,ES,Spain,"Castro,Provincia de Lugo,Galicia,Spain",No
46820,40.3261,-4.57182,Casillas,Castille and Leon,Provincia de Avila,ES,Spain,"Casillas,Provincia de Avila,Castille and Leon,Spain",No
46870,41.91371,1.67855,Cardona,Catalonia,Provincia de Barcelona,ES,Spain,"Cardona,Provincia de Barcelona,Catalonia,Spain",No
46881,42.39314,-1.97904,Carcar,Navarre,Provincia de Navarra,ES,Spain,"Carcar,Provincia de Navarra,Navarre,Spain",No
46898,42.19635,0.39637,Capella,Aragon,Provincia de Huesca,ES,Spain,"Capella,Provincia de Huesca,Aragon,Spain",No
46911,40.37239,-5.8189,Cantagallo,Castille and Leon,Provincia de Salamanca,ES,Spain,"Cantagallo,Provincia de Salamanca,Castille and Leon,Spain",No
46959,42.40956,0.39615,Campo,Aragon,Provincia de Huesca,ES,Spain,"Campo,Provincia de Huesca,Aragon,Spain",No
46982,43.40744,-3.88498,Camargo,Cantabria,Provincia de Cantabria,ES,Spain,"Camargo,Provincia de Cantabria,Cantabria,Spain",No
47031,40.11324,-5.89293,Cabrero,Extremadura,Provincia de Caceres,ES,Spain,"Cabrero,Provincia de Caceres,Extremadura,Spain",No
47093,40.76763,-5.61139,Buenavista,Castille and Leon,Provincia de Salamanca,ES,Spain,"Buenavista,Provincia de Salamanca,Castille and Leon,Spain",No
47094,40.17705,-4.85003,Buenaventura,Castille-La Mancha,Province of Toledo,ES,Spain,"Buenaventura,Province of Toledo,Castille-La Mancha,Spain",No
47096,40.70881,-1.26742,Buena,Aragon,Provincia de Teruel,ES,Spain,"Buena,Provincia de Teruel,Aragon,Spain",No
47116,41.74833,2.55964,Breda,Catalonia,Provincia de Girona,ES,Spain,"Breda,Provincia de Girona,Catalonia,Spain",No
47138,40.6865,-0.32216,Bordon,Aragon,Provincia de Teruel,ES,Spain,"Bordon,Provincia de Teruel,Aragon,Spain",No
47222,40.85791,-0.42709,Berge,Aragon,Provincia de Teruel,ES,Spain,"Berge,Provincia de Teruel,Aragon,Spain",No
47257,41.69272,0.17827,Belver,Aragon,Provincia de Huesca,ES,Spain,"Belver,Provincia de Huesca,Aragon,Spain",No
47261,43.28245,-6.21818,Belmonte,Asturias,Province of Asturias,ES,Spain,"Belmonte,Province of Asturias,Asturias,Spain",No
47266,40.92266,-1.4985,Bello,Aragon,Provincia de Teruel,ES,Spain,"Bello,Provincia de Teruel,Aragon,Spain",No
47301,43.15742,-5.97345,Barzana,Asturias,Province of Asturias,ES,Spain,"Barzana,Province of Asturias,Asturias,Spain",No
47305,42.55534,-8.62231,Barro,Galicia,Provincia de Pontevedra,ES,Spain,"Barro,Provincia de Pontevedra,Galicia,Spain",No
47312,40.01667,-0.68333,Barracas,Valencia,Provincia de Castello,ES,Spain,"Barracas,Provincia de Castello,Valencia,Spain",No
47314,41.96667,-1.63333,Barillas,Navarre,Provincia de Navarra,ES,Spain,"Barillas,Provincia de Navarra,Navarre,Spain",No
47357,41.952,-7.71581,Baltar,Galicia,Provincia de Ourense,ES,Spain,"Baltar,Provincia de Ourense,Galicia,Spain",No
47363,42.70608,-6.92222,Balboa,Castille and Leon,Provincia de Leon,ES,Spain,"Balboa,Provincia de Leon,Castille and Leon,Spain",No
47372,42.25289,1.86098,Baga,Catalonia,Provincia de Barcelona,ES,Spain,"Baga,Provincia de Barcelona,Catalonia,Spain",No
47387,42.07033,-0.02921,Azara,Aragon,Provincia de Huesca,ES,Spain,"Azara,Provincia de Huesca,Aragon,Spain",No
47388,42.3,-1.9,Azagra,Navarre,Provincia de Navarra,ES,Spain,"Azagra,Provincia de Navarra,Navarre,Spain",No
47396,43.23721,-2.14833,Aya,Basque Country,Provincia de Guipuzcoa,ES,Spain,"Aya,Provincia de Guipuzcoa,Basque Country,Spain",No
47398,42.38333,-8.25,Avion,Galicia,Provincia de Ourense,ES,Spain,"Avion,Provincia de Ourense,Galicia,Spain",No
47403,40.65724,-4.69951,Avila,Castille and Leon,Provincia de Avila,ES,Spain,"Avila,Provincia de Avila,Castille and Leon,Spain",No
47407,40.38909,-5.38811,Avellaneda,Castille and Leon,Provincia de Avila,ES,Spain,"Avellaneda,Provincia de Avila,Castille and Leon,Spain",No
47424,42.45879,-6.05601,Astorga,Castille and Leon,Provincia de Leon,ES,Spain,"Astorga,Provincia de Leon,Castille and Leon,Spain",No
47442,41.60956,-4.79692,Arroyo,Castille and Leon,Provincia de Valladolid,ES,Spain,"Arroyo,Provincia de Valladolid,Castille and Leon,Spain",No
47463,41.03019,-0.59206,Arino,Aragon,Provincia de Teruel,ES,Spain,"Arino,Provincia de Teruel,Aragon,Spain",No
47465,42.95283,-1.26584,Aria,Navarre,Provincia de Navarra,ES,Spain,"Aria,Provincia de Navarra,Navarre,Spain",No
47493,42.60598,-2.04653,Arellano,Navarre,Provincia de Navarra,ES,Spain,"Arellano,Provincia de Navarra,Navarre,Spain",No
47495,42.43629,-5.56048,Ardon,Castille and Leon,Provincia de Leon,ES,Spain,"Ardon,Provincia de Leon,Castille and Leon,Spain",No
47499,42.26664,-3.75458,Arcos,Castille and Leon,Provincia de Burgos,ES,Spain,"Arcos,Provincia de Burgos,Castille and Leon,Spain",No
47511,42.89345,-2.31314,Araya,Basque Country,Provincia de Alava,ES,Spain,"Araya,Provincia de Alava,Basque Country,Spain",No
47550,41.95617,2.63603,Angles,Catalonia,Provincia de Girona,ES,Spain,"Angles,Provincia de Girona,Catalonia,Spain",No
47573,42.9,-8.63333,Ames,Galicia,Provincia da Coruna,ES,Spain,"Ames,Provincia da Coruna,Galicia,Spain",No
47630,40.67411,-0.70333,Aliaga,Aragon,Provincia de Teruel,ES,Spain,"Aliaga,Provincia de Teruel,Aragon,Spain",No
47709,40.46972,-2.6094,Alcocer,Castille-La Mancha,Provincia de Guadalajara,ES,Spain,"Alcocer,Provincia de Guadalajara,Castille-La Mancha,Spain",No
47758,40.61825,-1.34658,Alba,Aragon,Provincia de Teruel,ES,Spain,"Alba,Provincia de Teruel,Aragon,Spain",No
47764,40.86303,-2.72573,Alaminos,Castille-La Mancha,Provincia de Guadalajara,ES,Spain,"Alaminos,Provincia de Guadalajara,Castille-La Mancha,Spain",No
47837,41.4374,1.15983,Blancafort,Catalonia,Provincia de Tarragona,ES,Spain,"Blancafort,Provincia de Tarragona,Catalonia,Spain",No
47839,40.50649,-3.67235,Las Tablas,Madrid,Provincia de Madrid,ES,Spain,"Las Tablas,Provincia de Madrid,Madrid,Spain",No
47846,27.78943,-15.71045,Puerto Rico,Canary Islands,Provincia de Las Palmas,ES,Spain,"Puerto Rico,Provincia de Las Palmas,Canary Islands,Spain",No
47852,28.01539,-16.65373,Las Rosas,Canary Islands,Provincia de Santa Cruz de Tenerife,ES,Spain,"Las Rosas,Provincia de Santa Cruz de Tenerife,Canary Islands,Spain",No
47874,40.43893,-3.61537,San Blas,Madrid,Provincia de Madrid,ES,Spain,"San Blas,Provincia de Madrid,Madrid,Spain",No
47877,40.42972,-3.67975,Salamanca,Madrid,Provincia de Madrid,ES,Spain,"Salamanca,Provincia de Madrid,Madrid,Spain",No
47906,40.04746,-4.27471,Noves,Castille-La Mancha,Province of Toledo,ES,Spain,"Noves,Province of Toledo,Castille-La Mancha,Spain",No
47911,38.17249,-0.83874,San Isidro,Valencia,Provincia de Alicante,ES,Spain,"San Isidro,Provincia de Alicante,Valencia,Spain",No
47913,43.53321,-7.23342,Barreiros,Galicia,Provincia de Lugo,ES,Spain,"Barreiros,Provincia de Lugo,Galicia,Spain",No
47944,42.54702,0.46183,Villanova,Aragon,Provincia de Huesca,ES,Spain,"Villanova,Provincia de Huesca,Aragon,Spain",No
47974,9.8,35.1,Mendi,Oromiya, ,ET,Ethiopia,"Mendi, ,Oromiya,Ethiopia",No
47998,8.15,35.53333,Gore,Oromiya, ,ET,Ethiopia,"Gore, ,Oromiya,Ethiopia",No
48018,11.13333,39.63333,Dese,Amhara, ,ET,Ethiopia,"Dese, ,Amhara,Ethiopia",No
48150,60.5,26.71667,Broby,Kymenlaakso,Kotka-Hamina,FI,Finland,"Broby,Kotka-Hamina,Kymenlaakso,Finland",No
48233,61.04624,24.35463,Parola,Haeme,Haemeenlinna,FI,Finland,"Parola,Haemeenlinna,Haeme,Finland",No
48519,5.32479,163.00781,Tofol,Kosrae,Lelu Municipality,FM, ,"Tofol,Lelu Municipality,Kosrae, ",No
48521,6.964,158.206,Kolonia Town,Pohnpei,Kolonia Municipality,FM, ,"Kolonia Town,Kolonia Municipality,Pohnpei, ",No
48523,6.964,158.2062,Kolonia,Pohnpei,Kolonia Municipality,FM, ,"Kolonia,Kolonia Municipality,Pohnpei, ",No
48526,5.7885,157.15942,Ngatik,Pohnpei,Ngatik Municipality,FM, ,"Ngatik,Ngatik Municipality,Pohnpei, ",No
48541,8.692,152.3435,Murilo,Chuuk,Murilo Municipality,FM, ,"Murilo,Murilo Municipality,Chuuk, ",No
48543,6.993,152.575,Nema,Chuuk,Nema Municipality,FM, ,"Nema,Nema Municipality,Chuuk, ",No
48560,9.766,140.52,Fais,Yap,Fais Municipality,FM, ,"Fais,Fais Municipality,Yap, ",No
48562,9.51638,138.12167,Colonia,Yap,Weloy Municipality,FM, ,"Colonia,Weloy Municipality,Yap, ",No
48837,44.43333,2.03333,Villeneuve,Midi-Pyrenees,Departement de l'Aveyron,FR,France,"Villeneuve,Departement de l'Aveyron,Midi-Pyrenees,France",No
48838,46.02141,4.83611,Villeneuve,Rhone-Alpes,Departement de l'Ain,FR,France,"Villeneuve,Departement de l'Ain,Rhone-Alpes,France",No
48839,44.94488,6.56545,Villeneuve,Provence-Alpes-Cote d'Azur,Departement des Hautes-Alpes,FR,France,"Villeneuve,Departement des Hautes-Alpes,Provence-Alpes-Cote d'Azur,France",No
48840,43.89431,5.86184,Villeneuve,Provence-Alpes-Cote d'Azur,Departement des Alpes-de-Haute-Provence,FR,France,"Villeneuve,Departement des Alpes-de-Haute-Provence,Provence-Alpes-Cote d'Azur,France",No
48952,42.49278,9.43916,Vescovato,Corsica,Departement de la Haute-Corse,FR,France,"Vescovato,Departement de la Haute-Corse,Corsica,France",No
48982,49.09292,1.46332,Vernon,Haute-Normandie,Departement de l'Eure,FR,France,"Vernon,Departement de l'Eure,Haute-Normandie,France",No
49044,48.6988,5.30483,Velaines,Lorraine,Departement de la Meuse,FR,France,"Velaines,Departement de la Meuse,Lorraine,France",No
49391,50.52336,3.17809,Templeuve,Nord-Pas-de-Calais,Departement du Nord,FR,France,"Templeuve,Departement du Nord,Nord-Pas-de-Calais,France",No
49461,47.8214,7.15279,Steinbach,Alsace,Departement du Haut-Rhin,FR,France,"Steinbach,Departement du Haut-Rhin,Alsace,France",No
49497,44.8972,1.47224,Souillac,Midi-Pyrenees,Departement du Lot,FR,France,"Souillac,Departement du Lot,Midi-Pyrenees,France",No
49675,49.21667,6.91667,Schoeneck,Lorraine,Departement de la Moselle,FR,France,"Schoeneck,Departement de la Moselle,Lorraine,France",No
49694,45.81732,4.57543,Savigny,Rhone-Alpes,Departement du Rhone,FR,France,"Savigny,Departement du Rhone,Rhone-Alpes,France",No
49786,48.38238,7.61261,Sand,Alsace,Departement du Bas-Rhin,FR,France,"Sand,Departement du Bas-Rhin,Alsace,France",No
49803,50.53352,2.84709,Salome,Nord-Pas-de-Calais,Departement du Nord,FR,France,"Salome,Departement du Nord,Nord-Pas-de-Calais,France",No
49890,46.26442,-0.4922,Saint-Symphorien,Poitou-Charentes,Departement des Deux-Sevres,FR,France,"Saint-Symphorien,Departement des Deux-Sevres,Poitou-Charentes,France",No
49891,44.42941,-0.49047,Saint-Symphorien,Aquitaine,Departement de la Gironde,FR,France,"Saint-Symphorien,Departement de la Gironde,Aquitaine,France",No
49935,49.93792,2.21162,Saint-Sauveur,Picardie,Departement de la Somme,FR,France,"Saint-Sauveur,Departement de la Somme,Picardie,France",No
49936,49.31857,2.78321,Saint-Sauveur,Picardie,Departement de l'Oise,FR,France,"Saint-Sauveur,Departement de l'Oise,Picardie,France",No
49937,47.8053,6.38583,Saint-Sauveur,Franche-Comte,Departement de la Haute-Saone,FR,France,"Saint-Sauveur,Departement de la Haute-Saone,Franche-Comte,France",No
49938,46.80841,0.62277,Saint-Sauveur,Poitou-Charentes,Departement de la Vienne,FR,France,"Saint-Sauveur,Departement de la Vienne,Poitou-Charentes,France",No
49939,45.20272,-0.83433,Saint-Sauveur,Aquitaine,Departement de la Gironde,FR,France,"Saint-Sauveur,Departement de la Gironde,Aquitaine,France",No
49940,45.15335,5.3528,Saint-Sauveur,Rhone-Alpes,Departement de l'Isere,FR,France,"Saint-Sauveur,Departement de l'Isere,Rhone-Alpes,France",No
49941,43.7483,1.40085,Saint-Sauveur,Midi-Pyrenees,Departement de la Haute-Garonne,FR,France,"Saint-Sauveur,Departement de la Haute-Garonne,Midi-Pyrenees,France",No
49975,48.94007,-0.50344,Saint-Remy,Lower Normandy,Departement du Calvados,FR,France,"Saint-Remy,Departement du Calvados,Lower Normandy,France",No
49976,46.76334,4.83928,Saint-Remy,Bourgogne,Departement de Saone-et-Loire,FR,France,"Saint-Remy,Departement de Saone-et-Loire,Bourgogne,France",No
50065,49.42962,2.00755,Saint-Paul,Picardie,Departement de l'Oise,FR,France,"Saint-Paul,Departement de l'Oise,Picardie,France",No
50066,45.75114,1.43238,Saint-Paul,Limousin,Departement de la Haute-Vienne,FR,France,"Saint-Paul,Departement de la Haute-Vienne,Limousin,France",No
50107,50.30413,2.77939,Saint-Nicolas,Nord-Pas-de-Calais,Departement du Pas-de-Calais,FR,France,"Saint-Nicolas,Departement du Pas-de-Calais,Nord-Pas-de-Calais,France",No
50159,45.70674,0.75908,Saint-Mathieu,Limousin,Departement de la Haute-Vienne,FR,France,"Saint-Mathieu,Departement de la Haute-Vienne,Limousin,France",No
50245,47.58836,7.56247,Saint-Louis,Alsace,Departement du Haut-Rhin,FR,France,"Saint-Louis,Departement du Haut-Rhin,Alsace,France",No
50283,49.76449,4.77193,Saint-Laurent,Champagne-Ardenne,Departement des Ardennes,FR,France,"Saint-Laurent,Departement des Ardennes,Champagne-Ardenne,France",No
50324,45.55693,4.61596,Saint-Joseph,Rhone-Alpes,Departement de la Loire,FR,France,"Saint-Joseph,Departement de la Loire,Rhone-Alpes,France",No
50378,48.23217,7.36843,Saint-Hippolyte,Alsace,Departement du Haut-Rhin,FR,France,"Saint-Hippolyte,Departement du Haut-Rhin,Alsace,France",No
50379,47.3188,6.81617,Saint-Hippolyte,Franche-Comte,Departement du Doubs,FR,France,"Saint-Hippolyte,Departement du Doubs,Franche-Comte,France",No
50380,45.91884,-0.89183,Saint-Hippolyte,Poitou-Charentes,Departement de la Charente-Maritime,FR,France,"Saint-Hippolyte,Departement de la Charente-Maritime,Poitou-Charentes,France",No
50381,42.7855,2.9662,Saint-Hippolyte,Languedoc-Roussillon,Departement des Pyrenees-Orientales,FR,France,"Saint-Hippolyte,Departement des Pyrenees-Orientales,Languedoc-Roussillon,France",No
50409,48.15381,-1.82477,Saint-Gilles,Brittany,Departement d'Ille-et-Vilaine,FR,France,"Saint-Gilles,Departement d'Ille-et-Vilaine,Brittany,France",No
50410,43.67656,4.43024,Saint-Gilles,Languedoc-Roussillon,Departement du Gard,FR,France,"Saint-Gilles,Departement du Gard,Languedoc-Roussillon,France",No
50541,48.09818,-0.35439,Sainte-Suzanne,Pays de la Loire,Departement de la Mayenne,FR,France,"Sainte-Suzanne,Departement de la Mayenne,Pays de la Loire,France",No
50542,47.50017,6.76775,Sainte-Suzanne,Franche-Comte,Departement du Doubs,FR,France,"Sainte-Suzanne,Departement du Doubs,Franche-Comte,France",No
50571,47.69429,-2.0019,Sainte-Marie,Brittany,Departement d'Ille-et-Vilaine,FR,France,"Sainte-Marie,Departement d'Ille-et-Vilaine,Brittany,France",No
50613,50.30757,2.76404,Sainte-Catherine,Nord-Pas-de-Calais,Departement du Pas-de-Calais,FR,France,"Sainte-Catherine,Departement du Pas-de-Calais,Nord-Pas-de-Calais,France",No
50645,48.93333,2.36667,Saint-Denis,Ile-de-France,Departement de Seine-Saint-Denis,FR,France,"Saint-Denis,Departement de Seine-Saint-Denis,Ile-de-France,France",No
50741,48.78333,3.03016,Saint-Augustin,Ile-de-France,Departement de Seine-et-Marne,FR,France,"Saint-Augustin,Departement de Seine-et-Marne,Ile-de-France,France",No
50794,44.22741,4.62081,Saint-Alexandre,Languedoc-Roussillon,Departement du Gard,FR,France,"Saint-Alexandre,Departement du Gard,Languedoc-Roussillon,France",No
50891,47.48211,6.35574,Rougemont,Franche-Comte,Departement du Doubs,FR,France,"Rougemont,Departement du Doubs,Franche-Comte,France",No
50892,47.78367,-1.44763,Rouge,Pays de la Loire,Departement de la Loire-Atlantique,FR,France,"Rouge,Departement de la Loire-Atlantique,Pays de la Loire,France",No
50955,48.06833,-2.7512,Rohan,Brittany,Departement du Morbihan,FR,France,"Rohan,Departement du Morbihan,Brittany,France",No
50978,45.58709,5.15965,Roche,Rhone-Alpes,Departement de l'Isere,FR,France,"Roche,Departement de l'Isere,Rhone-Alpes,France",No
51020,47.01389,0.32406,Richelieu,Centre,Departement d'Indre-et-Loire,FR,France,"Richelieu,Departement d'Indre-et-Loire,Centre,France",No
51083,48.75177,7.10747,Reding,Lorraine,Departement de la Moselle,FR,France,"Reding,Departement de la Moselle,Lorraine,France",No
51093,49.51523,2.50192,Ravenel,Picardie,Departement de l'Oise,FR,France,"Ravenel,Departement de l'Oise,Picardie,France",No
51259,47.70704,-3.35484,Port-Louis,Brittany,Departement du Morbihan,FR,France,"Port-Louis,Departement du Morbihan,Brittany,France",No
51494,43.60436,0.04615,Plaisance,Midi-Pyrenees,Departement du Gers,FR,France,"Plaisance,Departement du Gers,Midi-Pyrenees,France",No
51515,48.36366,4.33325,Piney,Champagne-Ardenne,Departement de l'Aube,FR,France,"Piney,Departement de l'Aube,Champagne-Ardenne,France",No
51667,47.88181,-1.65953,Pance,Brittany,Departement d'Ille-et-Vilaine,FR,France,"Pance,Departement d'Ille-et-Vilaine,Brittany,France",No
51682,48.14848,-1.77327,Pace,Brittany,Departement d'Ille-et-Vilaine,FR,France,"Pace,Departement d'Ille-et-Vilaine,Brittany,France",No
51713,48.15999,7.36982,Ostheim,Alsace,Departement du Haut-Rhin,FR,France,"Ostheim,Departement du Haut-Rhin,Alsace,France",No
51735,47.90289,1.90389,Orleans,Centre,Departement du Loiret,FR,France,"Orleans,Departement du Loiret,Centre,France",No
51753,44.1392,4.80791,Orange,Provence-Alpes-Cote d'Azur,Departement du Vaucluse,FR,France,"Orange,Departement du Vaucluse,Provence-Alpes-Cote d'Azur,France",No
51851,49.07868,1.15915,Normanville,Haute-Normandie,Departement de l'Eure,FR,France,"Normanville,Departement de l'Eure,Haute-Normandie,France",No
52022,48.04089,7.13338,Munster,Alsace,Departement du Haut-Rhin,FR,France,"Munster,Departement du Haut-Rhin,Alsace,France",No
52086,49.17086,6.87958,Morsbach,Lorraine,Departement de la Moselle,FR,France,"Morsbach,Departement de la Moselle,Lorraine,France",No
52105,47.90397,1.23421,Moree,Centre,Departement du Loir-et-Cher,FR,France,"Moree,Departement du Loir-et-Cher,Centre,France",No
52200,42.61705,8.95477,Monticello,Corsica,Departement de la Haute-Corse,FR,France,"Monticello,Departement de la Haute-Corse,Corsica,France",No
52259,43.39486,3.36752,Montblanc,Languedoc-Roussillon,Departement de l'Herault,FR,France,"Montblanc,Departement de l'Herault,Languedoc-Roussillon,France",No
52302,44.1148,4.17325,Mons,Languedoc-Roussillon,Departement du Gard,FR,France,"Mons,Departement du Gard,Languedoc-Roussillon,France",No
52303,43.6124,1.57207,Mons,Midi-Pyrenees,Departement de la Haute-Garonne,FR,France,"Mons,Departement de la Haute-Garonne,Midi-Pyrenees,France",No
52312,44.23858,4.71005,Mondragon,Provence-Alpes-Cote d'Azur,Departement du Vaucluse,FR,France,"Mondragon,Departement du Vaucluse,Provence-Alpes-Cote d'Azur,France",No
52324,48.75758,7.6429,Mommenheim,Alsace,Departement du Bas-Rhin,FR,France,"Mommenheim,Departement du Bas-Rhin,Alsace,France",No
52421,50.73333,2.7,Meteren,Nord-Pas-de-Calais,Departement du Nord,FR,France,"Meteren,Departement du Nord,Nord-Pas-de-Calais,France",No
52437,47.91128,7.29492,Merxheim,Alsace,Departement du Haut-Rhin,FR,France,"Merxheim,Departement du Haut-Rhin,Alsace,France",No
52443,49.23333,2.13333,Meru,Picardie,Departement de l'Oise,FR,France,"Meru,Departement de l'Oise,Picardie,France",No
